area,item,amount [t],absolute_losses [t],relative_losses,al/capita [kg]
Bahamas,"Oilcrops, Other",1788.5726825131026,-1788.5726825131026,-1.0,-4.407750727645104
Venezuela (Bolivarian Republic of),"Alcohol, Non-Food",138649.1712231252,-127659.40071798358,-1.0,-4.4591201177185145
Nepal,Sugar (Raw Equivalent),412606.4882267933,-131697.87021165865,-0.4688281589301866,-4.541426921885147
Tunisia,"Alcohol, Non-Food",57675.79847744721,-55760.40759947107,-1.0,-4.605918677836026
Bahrain,Sugar (Raw Equivalent),6918.080867137612,-6918.080867137612,-1.0,-4.630473936745448
Indonesia,"Alcohol, Non-Food",1389347.0436170874,-1256420.304328097,-1.0,-4.639218573878876
French Polynesia,Maize and products,4516.218557286259,-1395.476121114716,-0.4471615808277516,-4.640110530337353
North Macedonia,Millet and products,9851.34394712673,-9818.34394712673,-1.0,-4.644386226044136
Bahamas,Rape and Mustardseed,1886.4633824922032,-1886.4633824922032,-1.0,-4.648992142255275
French Polynesia,Beans,1405.671337013492,-1405.671337013492,-1.0,-4.674010736822565
Grenada,"Beverages, Alcoholic",2512.721780313921,-579.507640478713,-0.29976381226350424,-4.705361690811983
Iraq,Beer,241292.32045622647,-198689.5124821897,-1.0,-4.725869801151439
Liberia,Maize and products,25867.254846097658,-23861.410553726553,-1.0,-4.739869932175111
Zambia,"Beverages, Alcoholic",98192.98156087293,-88629.26869413388,-1.0,-4.7509867743258845
Nigeria,Sesame seed,1261620.5812161134,-981357.6758952,-1.0,-4.768951493678012
Fiji,Maize and products,8363.059701669335,-4424.984527275656,-1.0,-4.819766806640796
Guyana,"Oilcrops Oil, Other",9585.972125328854,-3891.657469364509,-0.6834285957991986,-4.91468938167527
Saint Kitts and Nevis,"Cereals, Other",236.12739054613948,-236.12739054613948,-1.0,-4.952232347185241
Lao People's Democratic Republic,Sugar (Raw Equivalent),280102.954263314,-36574.76784010406,-0.15018700043428823,-5.0339271418692935
Lesotho,"Oilcrops Oil, Other",13138.77591180246,-11276.361942481788,-1.0,-5.034980265476302
Vanuatu,Soyabeans,1565.160841266353,-1565.160841266353,-1.0,-5.082153056986846
Cyprus,Rape and Mustardseed,6320.717665562547,-6320.717665562547,-1.0,-5.123059144807693
Latvia,"Alcohol, Non-Food",22043.10512130703,-9796.844253084126,-0.7999865721058885,-5.136649664691107
Namibia,Rape and Mustardseed,12847.313908831587,-12847.313908831587,-1.0,-5.207504228214842
Barbados,"Oilcrops Oil, Other",5289.12677329128,-1461.8266781218872,-0.3819472321929822,-5.212859953292255
Dominica,Maize and products,571.9384676034991,-378.93846760349913,-1.0,-5.280342060134596
Saint Vincent and the Grenadines,"Alcohol, Non-Food",554.1632151309964,-554.1632151309964,-1.0,-5.292260821405344
Eswatini,Rape and Mustard Oil,6293.3758594658775,-6293.3758594658775,-1.0,-5.359613309464375
Austria,Millet and products,58555.105075080835,-47751.479593049204,-1.0,-5.364668120236879
